"ITV: Carmona , P. I. El Pilero, s/n. Aptdo 248.  ";"Sevilla ";"Carmona ";"P. I. El Pilero, s/n. Aptdo 248.  ";"+34 955 623 941 "
"ITV: Cazalla de la Sierra , P. I. El Lagar, s/n. Aptdo C.25.  ";"Sevilla ";"Cazalla de la Sierra ";"P. I. El Lagar, s/n. Aptdo C.25.  ";"+34 955 889 701 "
"ITV: Ècija , Autovía A-4 km 445 - A.C. 259.  ";"Sevilla ";"Ècija ";"Autovía A-4 km 445 - A.C. 259.  ";"+34 955 879 536 "
"ITV: Gelves , Autovía de Sevilla a Coria del Río, Km. 4,5.  ";"Sevilla ";"Gelves ";"Autovía de Sevilla a Coria del Río, Km. 4,5.  ";"+34 955 120 145 "
"ITV: La Rinconada , Ctra. Sevilla-Cazalla km 9 ";"Sevilla ";"La Rinconada ";"Ctra. Sevilla-Cazalla km 9 ";"902 57 57 57 "
"ITV: Osuna , Av. Constitución, s/n (área servicio autovía A-92).  ";"Sevilla ";"Osuna ";"Av. Constitución, s/n (área servicio autovía A-92).  ";"+34 954 822 890 "
"ITV: Sevilla , P.I. El Pino, C/ Pino Central, Parcela 16-18 ";"Sevilla ";"Sevilla ";"P.I. El Pino, C/ Pino Central, Parcela 16-18 ";"+34 955 118 797 "
"ITV: Banaston , Bo La Iglesia 11 ";"Huesca ";"Banaston ";"Bo La Iglesia 11 ";"+34 974 500 909 "
"ITV: Barbastro , Poligono Ind Valle del Cinca 51 ";"Huesca ";"Barbastro ";"Poligono Ind Valle del Cinca 51 ";"+34 974 314 154 "
"ITV: Benasque , P.I. Aria Fluvial AF-6B  ";"Huesca ";"Benasque ";"P.I. Aria Fluvial AF-6B  ";"+34 974 551 286 "
"ITV: Fraga , Ctra. A-2 km 442  ";"Huesca ";"Fraga ";"Ctra. A-2 km 442  ";"+34 974 472 258 "
"ITV: Huesca , Ctra. N-123, km 68,300  ";"Huesca ";"Huesca ";"Ctra. N-123, km 68,300  ";"+34 974 211 476 "
"ITV: Jaca , Calle del Río Lubierre S/N Poligono Industrial de la victoria - 22700 - Jaca ";"Huesca ";"Jaca ";"Calle del Río Lubierre S/N Poligono Industrial de la victoria - 22700 - Jaca ";"974 36 50 90 "
"ITV: Monzón , P. I. Paules parcela 52  ";"Huesca ";"Monzón ";"P. I. Paules parcela 52  ";"+34 974 403 006 "
"ITV: Sabiñánigo , Camino de Aurin S/N ";"Huesca ";"Sabiñánigo ";"Camino de Aurin S/N ";"+34 974 481 919 "
"ITV: Sariñena , Av. Fraga, s/n  ";"Huesca ";"Sariñena ";"Av. Fraga, s/n  ";"+34 974 572 457 "
"ITV: Tamarite de Litera , P.I. Albelda ";"Huesca ";"Tamarite de Litera ";"P.I. Albelda ";"+34 974 421 510 "
"ITV: Alcañiz , Poligono Poligono Industrial Las Horcas S/N ";"Teruel ";"Alcañiz ";"Poligono Poligono Industrial Las Horcas S/N ";"+34 978 835 759 "
"ITV: Alcañiz , Pgno. Las Horcas ";"Teruel ";"Alcañiz ";"Pgno. Las Horcas ";"+34 978 831 330 "
"ITV: Andorra , Pgno. Industrial La Estación  ";"Teruel ";"Andorra ";"Pgno. Industrial La Estación  ";"+34 607 263 506 "
"ITV: Calaceite , Calle las Lagunas S/N ";"Teruel ";"Calaceite ";"Calle las Lagunas S/N ";"+34 978 851 852 "
"ITV: Calamocha , Polígono Agroalimentario s/n  ";"Teruel ";"Calamocha ";"Polígono Agroalimentario s/n  ";"+34 978 731 473 "
"ITV: Cantavieja , Ctra. Fortanete; Polígono 31, parcela 92.  ";"Teruel ";"Cantavieja ";"Ctra. Fortanete; Polígono 31, parcela 92.  ";"+34 964 763 029 "
"ITV: Montalbán , Pol. Ind. Cuencas Mineras parcela nº 5  ";"Teruel ";"Montalbán ";"Pol. Ind. Cuencas Mineras parcela nº 5  ";"+34 978 750 488 "
"ITV: Sarrión , Ctra. Sagunto; Polígono 29, parcela 58.  ";"Teruel ";"Sarrión ";"Ctra. Sagunto; Polígono 29, parcela 58.  ";"+34 978 781 281 "
"ITV: Teruel , P.I. La Paz; C/ O, parcela 231.  ";"Teruel ";"Teruel ";"P.I. La Paz; C/ O, parcela 231.  ";"+34 978 602 964 "
"ITV: Calatayud , P. I. La Charluca, parcela 24  ";"Zaragoza ";"Calatayud ";"P. I. La Charluca, parcela 24  ";"+34 976 885 37 "
"ITV: Cariñena , Calle Veguilla 2 ";"Zaragoza ";"Cariñena ";"Calle Veguilla 2 ";"+34 976 620 003 "
"ITV: Caspe , Ctra. acceso P.I. El Castillo  ";"Zaragoza ";"Caspe ";"Ctra. acceso P.I. El Castillo  ";"+34 976 631 64 "
"ITV: Ejea de los Caballeros , P.I.Valdeferrín, parcela 43  ";"Zaragoza ";"Ejea de los Caballeros ";"P.I.Valdeferrín, parcela 43  ";"+34 976 664 451 "
"ITV: Ejea de los Caballeros , Poligono Calle-tres P I Valdeferrin 43 ";"Zaragoza ";"Ejea de los Caballeros ";"Poligono Calle-tres P I Valdeferrin 43 ";"+34 976 663 540 "
"ITV: Quito del Ebro , P.I. El Bolar  ";"Zaragoza ";"Quito del Ebro ";"P.I. El Bolar  ";"+34 976 174 072 "
"ITV: Tarazona , P. I. Tarazona  ";"Zaragoza ";"Tarazona ";"P. I. Tarazona  ";"+34 976 644 050 "
"ITV: Utebo , Ctra. Logroño, Km. 12,600  ";"Zaragoza ";"Utebo ";"Ctra. Logroño, Km. 12,600  ";"+34 976 785 474 "
"ITV: Zaragoza , Calle D 24 ";"Zaragoza ";"Zaragoza ";"Calle D 24 ";"+34 976 457 627 "
"ITV: Zaragoza , P.I. Malpica; C/ D, parcela 24  ";"Zaragoza ";"Zaragoza ";"P.I. Malpica; C/ D, parcela 24  ";"+34 976 570 818 "
"ITV: Zaragoza , Ronda de la Feria de Muestras, 6 ";"Zaragoza ";"Zaragoza ";"Ronda de la Feria de Muestras, 6 ";"+34 976 274 833 "
"ITV: Avilés , Travesia Industria De La 53 ";"Asturias ";"Avilés ";"Travesia Industria De La 53 ";"+34 985 520 228 "
"ITV: Cangas del Narcea , Avenida Alejandro Casona S/N ";"Asturias ";"Cangas del Narcea ";"Avenida Alejandro Casona S/N ";"+34 985 810 605 "
"ITV: El entrego , Poligono Ind. La Central S/N ";"Asturias ";"El entrego ";"Poligono Ind. La Central S/N ";"+34 985 661 100 "
"ITV: Gijón , Camino Melon Del S/N ";"Asturias ";"Gijón ";"Camino Melon Del S/N ";"+34 985 300 103 "
"ITV: Jarrio , P. I. Río Pinto S/N ";"Asturias ";"Jarrio ";"P. I. Río Pinto S/N ";"+34 985 473 383 "
"ITV: Llanera , Ctra. N-630; C/ Pruvia de Abajo, 89 ";"Asturias ";"Llanera ";"Ctra. N-630; C/ Pruvia de Abajo, 89 ";"+34 985 263 317 "
"ITV: Llovio-Ribadesella , Poligono de Guadamia S/N ";"Asturias ";"Llovio-Ribadesella ";"Poligono de Guadamia S/N ";"+34 985 860 004 "
"ITV: Mieres , P. I. Fábrica de Mieres  ";"Asturias ";"Mieres ";"P. I. Fábrica de Mieres  ";"+34 985 451 815 "
"ITV: Siero , Pol. Natalio, C/ Hermanos Quirós Río, 2 ";"Asturias ";"Siero ";"Pol. Natalio, C/ Hermanos Quirós Río, 2 ";"985 79 12 94 "
"ITV: Santa Gertrudis , Ctra. San Miguel, Km. 2 ";"Ibiza ";"Santa Gertrudis ";"Ctra. San Miguel, Km. 2 ";"+34 971 315 976 "
"ITV: Inca , Carretera Palma Alcudia S/N ";"Mallorca ";"Inca ";"Carretera Palma Alcudia S/N ";"+34 902 300 368 "
"ITV: Inca , Ctra. Palma a Alcudia, Km 30.  ";"Mallorca ";"Inca ";"Ctra. Palma a Alcudia, Km 30.  ";"+34 971 505 812 "
"ITV: Manacor , Oliveristes S/N ";"Mallorca ";"Manacor ";"Oliveristes S/N ";"+34 971 555 457 "
"ITV: Palma de Mallorca (Mallorca) , ";"Mallorca ";"Palma de Mallorca (Mallorca) ";;"902 300 368 "
"ITV: Palma de Mallorca (Mallorca) , Reis S/N ";"Mallorca ";"Palma de Mallorca (Mallorca) ";"Reis S/N ";"+34 971 297 906 "
"ITV: Palma de Mallorca (Mallorca) , :Cami Son Fangos, 156.  ";"Mallorca ";"Palma de Mallorca (Mallorca) ";":Cami Son Fangos, 156.  ";"+34 971 265 012 "
"ITV: Palma de Mallorca (Mallorca) , Son Fangos S/N ";"Mallorca ";"Palma de Mallorca (Mallorca) ";"Son Fangos S/N ";"+34 971 269 500 "
"ITV: Palma de Mallorca (Mallorca) , P.I. Son Castelló, s/n  ";"Mallorca ";"Palma de Mallorca (Mallorca) ";"P.I. Son Castelló, s/n  ";"+34 971 757 557 "
"ITV: Ciutadella de Menorca , General Mao - Ciutadella 42 ";"Menorca ";"Ciutadella de Menorca ";"General Mao - Ciutadella 42 ";"+34 971 480 044 "
"ITV: Mahón , Bajoli 40 ";"Menorca ";"Mahón ";"Bajoli 40 ";"+34 971 354 502 "
"ITV: Valverde , Camino La Iglesia (san Andres) 2 ";"El Hierro ";"Valverde ";"Camino La Iglesia (san Andres) 2 ";"+34 922 550 608 "
"ITV: Valverde , C/ Iglesia de San Andrés, 2 (EL HIERRO)  ";"El Hierro ";"Valverde ";"C/ Iglesia de San Andrés, 2 (EL HIERRO)  ";"+34 922 551 451 "
"ITV: Antigua , Carretera General del Sur S/N ";"Fuerteventura ";"Antigua ";"Carretera General del Sur S/N ";"+34 928 878 145 "
"ITV: Agüimes , Calle de Los Algarrobos s/n (polígono industrial de Arinaga) ";"Gran Canaria ";"Agüimes ";"Calle de Los Algarrobos s/n (polígono industrial de Arinaga) ";"+34 928 182 020 "
"ITV: Fuerteventura , Ctra. Gral. Del Sur, Km. 21,800. (ANTIGUA)  ";"Gran Canaria ";"Fuerteventura ";"Ctra. Gral. Del Sur, Km. 21,800. (ANTIGUA)  ";"+34 928 878 145 "
"ITV: Las Palmas de Gran Canaria , Calle Arguineguín 20 (polígono industrial Las Torres) > Isla de Gran Canaria ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Calle Arguineguín 20 (polígono industrial Las Torres) > Isla de Gran Canaria ";"+34 928 480 751 "
"ITV: Las Palmas de Gran Canaria , Calle de Arrecife 24 (polígono industrial Lomo Blanco) > Isla de Gran Canaria ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Calle de Arrecife 24 (polígono industrial Lomo Blanco) > Isla de Gran Canaria ";"+34 928 481 096 "
"ITV: Las Palmas de Gran Canaria , Calle Ayagaures S/N ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Calle Ayagaures S/N ";"+34 928 485 198 "
"ITV: Las Palmas de Gran Canaria , Calle Artenara S/N ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Calle Artenara S/N ";"+34 928 480 848 "
"ITV: Las Palmas de Gran Canaria , Av. Venezuela, 15 ( EL PASO ) ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Av. Venezuela, 15 ( EL PASO ) ";"+34 922 485 952 "
"ITV: Las Palmas de Gran Canaria , Ctra. Gral. Del Norte, Km. 24. ( SANTA MARIA DE GUIA )  ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Ctra. Gral. Del Norte, Km. 24. ( SANTA MARIA DE GUIA )  ";"+34 928 550 153 "
"ITV: Las Palmas de Gran Canaria , Ctra. Jinamar a Telde, Km.10; Maipez. (TELDE)  ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"Ctra. Jinamar a Telde, Km.10; Maipez. (TELDE)  ";"+34 928 710 203 "
"ITV: Las Palmas de Gran Canaria , P.I. de Arinaga, parcela 193 ( AGÜIMES )  ";"Gran Canaria ";"Las Palmas de Gran Canaria ";"P.I. de Arinaga, parcela 193 ( AGÜIMES )  ";"+34 928 182 020 "
"ITV: Telde , Ángel Guimerá s/n (polígono industrial Mapiez) > Isla de Gran Canaria ";"Gran Canaria ";"Telde ";"Ángel Guimerá s/n (polígono industrial Mapiez) > Isla de Gran Canaria ";"+34 928 710 203 "
"ITV: San Sebastián de la Gomera , Calle Bco. Cno. Vecinal S/N ";"La Gomera ";"San Sebastián de la Gomera ";"Calle Bco. Cno. Vecinal S/N ";"+34 922 871 685 "
"ITV: San Sebastián de la Gomera , Av. José Aguiar, s/n transversal. (SAN SEBASTIÁN DE LA GOMERA)  ";"La Gomera ";"San Sebastián de la Gomera ";"Av. José Aguiar, s/n transversal. (SAN SEBASTIÁN DE LA GOMERA)  ";"+34 922 870 138 "
"ITV: El Paso , Avda. Venezuela 15  ";"La Palma ";"El Paso ";"Avda. Venezuela 15  ";"+34 922 485 952 "
"ITV: Arrecife , Carretera San Bartolome ";"Lanzarote ";"Arrecife ";"Carretera San Bartolome ";"+34 928 811 473 "
"ITV: Arafo , P.I. Valle de Güímar, manzana 7, parcela 15 ";"Tenerife ";"Arafo ";"P.I. Valle de Güímar, manzana 7, parcela 15 ";"+34 TENERIFE  "
"ITV: El Rosario , P.I. La Campana; Ctra. Chorrillo km 7. (EL ROSARIO)  ";"Tenerife ";"El Rosario ";"P.I. La Campana; Ctra. Chorrillo km 7. (EL ROSARIO)  ";"+34 922 624 362 "
"ITV: Los Realejos , San Benito, 8. ";"Tenerife ";"Los Realejos ";"San Benito, 8. ";"+34 922 353 401 "
"ITV: Los Realejos , Calle Anaga 8 ";"Tenerife ";"Los Realejos ";"Calle Anaga 8 ";"+34 922 347 055 "
"ITV: San Miguel de Abona , Poligono Industrial Chafiras S/N ";"Tenerife ";"San Miguel de Abona ";"Poligono Industrial Chafiras S/N ";"+34 922 735 088 "
"ITV: Tenerife , General de Servicios ITV S.A. Pol&iacute;gono Industrial La Campana-El Chorrillo C/ Gestur n&ordm; 4 38109 El Rosario, Santa Cruz de Tenerife &nbsp; ";"Tenerife ";"Tenerife ";"General de Servicios ITV S.A. Pol&iacute;gono Industrial La Campana-El Chorrillo C/ Gestur n&ordm; 4 38109 El Rosario, Santa Cruz de Tenerife &nbsp; ";"+34 922 619 322 "
"ITV: PLAYA HONDA , CALLE CANTO EL JABLE Nº7 ";"LAS PALMAS ";"PLAYA HONDA ";"CALLE CANTO EL JABLE Nº7 ";"928582555 "
"ITV: Camargo , Grupo Polg Raos S/N ";"Cantabria ";"Camargo ";"Grupo Polg Raos S/N ";"+34 942 369 044 "
"ITV: Castro-Urdiales , Calle la Ronda 1 ";"Cantabria ";"Castro-Urdiales ";"Calle la Ronda 1 ";"No disponible "
"ITV: Liébana , C/ La Vedreña 19 Carretera N-621 Km. 149,5 Castro Cillorigo. 39584 LIÉBANA  ";"Cantabria ";"Liébana ";"C/ La Vedreña 19 Carretera N-621 Km. 149,5 Castro Cillorigo. 39584 LIÉBANA  ";"+34 942 738 153 "
"ITV: Los Corrales de Buelna , POLIGONO INDUSTRIAL DE BARROS Parcela 19. 39400 LOS CORRALES DE BUELNA ";"Cantabria ";"Los Corrales de Buelna ";"POLIGONO INDUSTRIAL DE BARROS Parcela 19. 39400 LOS CORRALES DE BUELNA ";"+34 942 831 280 "
"ITV: Maliaño , POLIGONO DE RAOS, P-10 39600 MALIAÑO ";"Cantabria ";"Maliaño ";"POLIGONO DE RAOS, P-10 39600 MALIAÑO ";"+34 942 369 044 "
"ITV: Val de San Vicente , POLIGONO INDUSTRIAL LOS TANAGOS Parcela 7 Prellezo. 39548 VAL DE SAN VICENTE  ";"Cantabria ";"Val de San Vicente ";"POLIGONO INDUSTRIAL LOS TANAGOS Parcela 7 Prellezo. 39548 VAL DE SAN VICENTE  ";"+34 942 718 172 "
"ITV: Albacete , Poligono Campollano S/N ";"Albacete ";"Albacete ";"Poligono Campollano S/N ";"+34 967 210 974 "
"ITV: Albacete , Calle Casas Ibañez S/N ";"Albacete ";"Albacete ";"Calle Casas Ibañez S/N ";"+34 967 212 876 "
"ITV: Albacete , Calle Casas Ibañez 3 ";"Albacete ";"Albacete ";"Calle Casas Ibañez 3 ";"+34 967 215 973 "
"ITV: Albacete , C/ Autovía s/nº 02007-ALBACETE  ";"Albacete ";"Albacete ";"C/ Autovía s/nº 02007-ALBACETE  ";"+34 967 668 926 "
"ITV: Albacete , Ctra. Mahora, Km. 3,5  ";"Albacete ";"Albacete ";"Ctra. Mahora, Km. 3,5  ";"+34 967 215 973 "
"ITV: Almansa , P.I. Mugrón; C/ Aparadoras, 7 ";"Albacete ";"Almansa ";"P.I. Mugrón; C/ Aparadoras, 7 ";"+34 967 311 386 "
"ITV: Hellín , P. I. Hellín, parcela 45  ";"Albacete ";"Hellín ";"P. I. Hellín, parcela 45  ";"+34 967 305 410 "
"ITV: La Roda , Calle Sisante 29 ";"Albacete ";"La Roda ";"Calle Sisante 29 ";"+34 967 548 275 "
